5.008,128.82
5.509,128.77
6.01,128.74
6.511,128.77
7.012,128.75
7.513,128.77
8.014,128.91
8.514,128.86
9.014,128.69
9.514,128.98
10.015,129
10.516,128.99
11.017,129.17
11.518,129.12
12.019,129.23
12.52,129.45
13.021,129.54
13.522,129.81
14.023,129.73
14.523,130.1
15.023,129.81
15.524,130.39
16.025,130.1
16.526,130.48
17.027,130.55
17.528,130.67
18.029,130.94
18.53,131.11
19.031,131.35
19.532,131.4
20.032,131.76
20.532,131.87
21.032,131.88
21.533,132.13
22.034,132.25
22.535,132.59
23.036,132.66
23.537,132.88
24.038,133.08
24.539,133.43
25.04,133.47
25.54,133.86
26.04,134.02
26.54,134.24
27.041,134.41
27.542,134.78
28.043,134.85
28.544,135.15
29.045,135.27
29.546,135.62
30.047,135.7
30.548,136.12
31.049,136.03
31.549,136.46
32.049,136.53
32.55,136.72
33.051,137.1
33.552,137.32
34.053,137.39
34.554,137.79
35.055,137.93
35.556,138.1
36.057,138.27
36.558,138.55
37.058,138.76
37.558,138.79
38.058,139
38.559,139.3
39.06,139.5
39.561,139.7
40.062,139.79
40.563,139.92
41.064,140.16
41.565,140.5
42.066,140.76
42.567,140.71
43.067,141
43.567,141.15
44.068,141.35
44.569,141.52
45.07,141.69
45.571,141.86
46.072,142.09
46.573,142.14
47.074,142.39
47.575,142.44
48.076,142.61
48.576,142.81
49.076,142.9
49.576,143.09
50.077,143.16
50.578,143.36
51.079,143.41
51.58,143.77
52.081,143.75
52.582,143.88
53.083,143.88
53.584,144.27
54.084,144.43
54.584,144.48
55.084,144.6
55.585,144.87
56.086,145.06
56.587,145.07
57.088,145.19
57.589,145.36
58.09,145.59
58.591,145.64
59.092,145.66
59.593,145.61
60.093,145.79
60.593,145.93
61.094,146.05
61.595,146.15
62.096,146.24
62.597,146.27
63.098,146.48
63.599,146.55
93.646,152.62
94.146,152.81
94.646,152.76
95.146,153.09
95.647,153.08
96.148,153.24
96.649,153.11
97.15,153.37
97.651,153.26
98.152,153.49
98.653,153.56
99.154,153.6
99.655,153.48
100.155,153.74
100.655,153.82
101.156,153.9
101.657,153.89
102.158,154.18
102.659,154.13
103.16,154.28
103.661,154.26
104.162,154.34
104.663,154.34
105.164,154.42
105.664,154.53
106.164,154.64
106.664,154.69
107.165,154.77
107.666,154.95
108.167,155.05
108.668,154.93
109.169,155.04
109.67,155.06
110.171,155.2
110.672,155.34
111.172,155.38
111.672,155.5
112.172,155.52
112.673,155.45
113.174,155.6
113.675,155.82
114.176,155.71
114.677,155.81
115.178,155.75
115.679,155.9
116.18,156.14
116.681,155.91
117.181,155.98
117.681,156.1
118.182,156.24
118.683,156.26
119.184,156.25
119.685,156.4
120.186,156.39
120.687,156.59
121.188,156.68
121.689,156.74
122.19,156.49
122.69,156.8
123.19,156.91
123.69,156.98
124.191,156.77
124.692,156.95
125.193,157.05
125.694,157.06
126.195,157.13
126.696,157.29
127.197,157.14
127.698,157.42
128.199,157.37
128.699,157.4
129.199,157.46
129.7,157.45
130.201,157.57
130.702,157.6
131.203,157.58
131.704,157.78
132.205,157.82
132.706,157.91
133.207,157.82
133.708,157.87
134.208,157.9
134.708,157.94
135.208,158.08
135.709,157.98
136.21,158.09
136.711,158.18
137.212,158.15
137.713,158.1
138.214,158.47
138.715,159.16
139.216,159.06
139.716,159.17
140.216,159.23
140.716,159.3
141.217,159.38
141.718,159.58
142.219,159.39
142.72,159.48
143.221,159.46
143.722,159.45
144.223,159.57
144.724,159.55
145.225,159.53
145.725,159.8
146.225,159.62
146.726,159.68
147.227,159.69
147.728,159.59
148.229,159.79
148.73,159.71
149.231,159.93
149.732,159.98
150.233,159.72
150.734,159.91
151.234,159.93
151.734,160
152.234,159.98
152.735,160.11
153.236,160.21
153.737,160.12
154.238,160.23
154.739,160.08
155.24,160.1
155.741,159.98
156.242,160.12
156.743,159.99
157.243,160.24
157.743,160.07
158.244,160.23
158.745,160.44
159.246,160.4
159.747,160.16
160.248,160.25
160.749,160.43
161.25,160.36
161.751,160.51
162.252,160.43
162.752,160.48
163.252,160.52
163.752,160.51
164.253,160.61
164.754,160.56
165.255,160.7
165.756,160.69
166.257,160.57
166.758,160.83
167.259,160.74
167.76,160.67
168.26,160.82
168.76,160.87
169.26,160.9
169.761,160.89
170.262,160.98
170.763,160.78
171.264,160.75
171.765,160.82
172.266,161.01
172.767,160.87
173.268,160.85
173.769,160.98
174.269,161.1
174.769,161.08
175.27,161.27
175.771,161.23
